Country Code,Country Name,Region,Income Group,Gender,Year,Life Expectancy
GUY,Guyana,Latin America & Caribbean,Upper middle income,Female,1982,65.839
HIC,High income,,,Female,1982,77.35930352
HKG,"Hong Kong SAR, China",East Asia & Pacific,High income,Female,1982,78.4
HND,Honduras,Latin America & Caribbean,Lower middle income,Female,1982,63.435
HPC,Heavily indebted poor countries (HIPC),,,Female,1982,49.49279496
HRV,Croatia,Europe & Central Asia,Upper middle income,Female,1982,74.36
HTI,Haiti,Latin America & Caribbean,Low income,Female,1982,52.93
HUN,Hungary,Europe & Central Asia,High income,Female,1982,73.23
IBD,IBRD only,,,Female,1982,65.11592302
IBT,IDA & IBRD total,,,Female,1982,62.84235035
IDA,IDA total,,,Female,1982,52.82727833
IDB,IDA blend,,,Female,1982,55.45196112
IDN,Indonesia,East Asia & Pacific,Lower middle income,Female,1982,61.638
IDX,IDA only,,,Female,1982,51.544968
IMN,Isle of Man,Europe & Central Asia,High income,Female,1982,
IND,India,South Asia,Lower middle income,Female,1982,54.856
INX,Not classified,,,Female,1982,
IRL,Ireland,Europe & Central Asia,High income,Female,1982,75.983
IRN,"Iran, Islamic Rep.",Middle East & North Africa,Upper middle income,Female,1982,60.93
IRQ,Iraq,Middle East & North Africa,Upper middle income,Female,1982,65.743
ISL,Iceland,Europe & Central Asia,High income,Female,1982,79.65
ISR,Israel,Middle East & North Africa,High income,Female,1982,75.8
ITA,Italy,Europe & Central Asia,High income,Female,1982,78.19
JAM,Jamaica,Latin America & Caribbean,Upper middle income,Female,1982,73.541
JOR,Jordan,Middle East & North Africa,Lower middle income,Female,1982,68.584
JPN,Japan,East Asia & Pacific,High income,Female,1982,79.74
KAZ,Kazakhstan,Europe & Central Asia,Upper middle income,Female,1982,71.5
KEN,Kenya,Sub-Saharan Africa,Lower middle income,Female,1982,60.591
KGZ,Kyrgyz Republic,Europe & Central Asia,Lower middle income,Female,1982,67.948
KHM,Cambodia,East Asia & Pacific,Lower middle income,Female,1982,41.618
KIR,Kiribati,East Asia & Pacific,Lower middle income,Female,1982,59.532
KNA,St. Kitts and Nevis,Latin America & Caribbean,High income,Female,1982,66
KOR,"Korea, Rep.",East Asia & Pacific,High income,Female,1982,71.02
KWT,Kuwait,Middle East & North Africa,High income,Female,1982,71.688
LAC,Latin America & Caribbean (excluding high income),,,Female,1982,67.83435344
LAO,Lao PDR,East Asia & Pacific,Lower middle income,Female,1982,50.973
LBN,Lebanon,Middle East & North Africa,Upper middle income,Female,1982,70.059
LBR,Liberia,Sub-Saharan Africa,Low income,Female,1982,48.708
LBY,Libya,Middle East & North Africa,Upper middle income,Female,1982,67.277
LCA,St. Lucia,Latin America & Caribbean,Upper middle income,Female,1982,73.186
LCN,Latin America & Caribbean,,,Female,1982,68.16479645
LDC,Least developed countries: UN classification,,,Female,1982,50.28961209
LIC,Low income,,,Female,1982,49.53609928
LIE,Liechtenstein,Europe & Central Asia,High income,Female,1982,
LKA,Sri Lanka,South Asia,Lower middle income,Female,1982,71.369
LMC,Lower middle income,,,Female,1982,57.91605318
LMY,Low & middle income,,,Female,1982,62.73864644
LSO,Lesotho,Sub-Saharan Africa,Lower middle income,Female,1982,56.537
LTE,Late-demographic dividend,,,Female,1982,69.68006875
LTU,Lithuania,Europe & Central Asia,High income,Female,1982,76.01
LUX,Luxembourg,Europe & Central Asia,High income,Female,1982,76.33
LVA,Latvia,Europe & Central Asia,High income,Female,1982,74.65
MAC,"Macao SAR, China",East Asia & Pacific,High income,Female,1982,76.721
MAF,St. Martin (French part),Latin America & Caribbean,High income,Female,1982,76.6
MAR,Morocco,Middle East & North Africa,Lower middle income,Female,1982,60.573
MCO,Monaco,Europe & Central Asia,High income,Female,1982,
MDA,Moldova,Europe & Central Asia,Lower middle income,Female,1982,68.388
MDG,Madagascar,Sub-Saharan Africa,Low income,Female,1982,50.51
MDV,Maldives,South Asia,Upper middle income,Female,1982,53.885
MEA,Middle East & North Africa,,,Female,1982,62.90533446
MEX,Mexico,Latin America & Caribbean,Upper middle income,Female,1982,70.943
MHL,Marshall Islands,East Asia & Pacific,Upper middle income,Female,1982,
MIC,Middle income,,,Female,1982,63.78926248
MKD,"Macedonia, FYR",Europe & Central Asia,Upper middle income,Female,1982,70.792
MLI,Mali,Sub-Saharan Africa,Low income,Female,1982,42.032
MLT,Malta,Middle East & North Africa,High income,Female,1982,75.949
MMR,Myanmar,East Asia & Pacific,Lower middle income,Female,1982,58.148
MNA,Middle East & North Africa (excluding high income),,,Female,1982,62.25224682
MNE,Montenegro,Europe & Central Asia,Upper middle income,Female,1982,76.46
MNG,Mongolia,East Asia & Pacific,Lower middle income,Female,1982,59.714
MNP,Northern Mariana Islands,East Asia & Pacific,High income,Female,1982,
MOZ,Mozambique,Sub-Saharan Africa,Low income,Female,1982,43.19
MRT,Mauritania,Sub-Saharan Africa,Lower middle income,Female,1982,56.792
MUS,Mauritius,Sub-Saharan Africa,Upper middle income,Female,1982,71.698
MWI,Malawi,Sub-Saharan Africa,Low income,Female,1982,46.465
MYS,Malaysia,East Asia & Pacific,Upper middle income,Female,1982,70.299
NAC,North America,,,Female,1982,78.20948497
NAM,Namibia,Sub-Saharan Africa,Upper middle income,Female,1982,61.02
NCL,New Caledonia,East Asia & Pacific,High income,Female,1982,70.3
NER,Niger,Sub-Saharan Africa,Low income,Female,1982,40.536
NGA,Nigeria,Sub-Saharan Africa,Lower middle income,Female,1982,47.154
NIC,Nicaragua,Latin America & Caribbean,Lower middle income,Female,1982,62.372
NLD,Netherlands,Europe & Central Asia,High income,Female,1982,79.41
NOR,Norway,Europe & Central Asia,High income,Female,1982,79.54
NPL,Nepal,South Asia,Low income,Female,1982,48.336
NRU,Nauru,East Asia & Pacific,Upper middle income,Female,1982,
NZL,New Zealand,East Asia & Pacific,High income,Female,1982,76.9
OED,OECD members,,,Female,1982,76.48575749
OMN,Oman,Middle East & North Africa,High income,Female,1982,63.294
OSS,Other small states,,,Female,1982,62.16642648
PAK,Pakistan,South Asia,Lower middle income,Female,1982,58.198
PAN,Panama,Latin America & Caribbean,Upper middle income,Female,1982,73.52
PER,Peru,Latin America & Caribbean,Upper middle income,Female,1982,63.425
PHL,Philippines,East Asia & Pacific,Lower middle income,Female,1982,65.235
PLW,Palau,East Asia & Pacific,High income,Female,1982,
PNG,Papua New Guinea,East Asia & Pacific,Lower middle income,Female,1982,59.784
POL,Poland,Europe & Central Asia,High income,Female,1982,75.2
PRE,Pre-demographic dividend,,,Female,1982,49.71346749
PRI,Puerto Rico,Latin America & Caribbean,High income,Female,1982,77.454
PRK,"Korea, Dem. People’s Rep.",East Asia & Pacific,Low income,Female,1982,69.685
PRT,Portugal,Europe & Central Asia,High income,Female,1982,76
PRY,Paraguay,Latin America & Caribbean,Upper middle income,Female,1982,69.24
PSE,West Bank and Gaza,Middle East & North Africa,Lower middle income,Female,1982,
PSS,Pacific island small states,,,Female,1982,63.93468693
PST,Post-demographic dividend,,,Female,1982,77.43365273
PYF,French Polynesia,East Asia & Pacific,High income,Female,1982,68.513
QAT,Qatar,Middle East & North Africa,High income,Female,1982,74.344
ROU,Romania,Europe & Central Asia,Upper middle income,Female,1982,72.4
RUS,Russian Federation,Europe & Central Asia,Upper middle income,Female,1982,73.64
RWA,Rwanda,Sub-Saharan Africa,Low income,Female,1982,51.447
SAS,South Asia,,,Female,1982,55.12299447
SAU,Saudi Arabia,Middle East & North Africa,High income,Female,1982,66.453
SDN,Sudan,Sub-Saharan Africa,Lower middle income,Female,1982,55.925
SEN,Senegal,Sub-Saharan Africa,Low income,Female,1982,52.313
SGP,Singapore,East Asia & Pacific,High income,Female,1982,75.3
SLB,Solomon Islands,East Asia & Pacific,Lower middle income,Female,1982,59.361
SLE,Sierra Leone,Sub-Saharan Africa,Low income,Female,1982,41.107
SLV,El Salvador,Latin America & Caribbean,Lower middle income,Female,1982,62.929
SMR,San Marino,Europe & Central Asia,High income,Female,1982,
SOM,Somalia,Sub-Saharan Africa,Low income,Female,1982,46.996
SRB,Serbia,Europe & Central Asia,Upper middle income,Female,1982,
SSA,Sub-Saharan Africa (excluding high income),,,Female,1982,50.43043907
SSD,South Sudan,Sub-Saharan Africa,Low income,Female,1982,40.859
SSF,Sub-Saharan Africa,,,Female,1982,50.43371693
SST,Small states,,,Female,1982,64.61392629
STP,Sao Tome and Principe,Sub-Saharan Africa,Lower middle income,Female,1982,62.441
SUR,Suriname,Latin America & Caribbean,Upper middle income,Female,1982,69.537
SVK,Slovak Republic,Europe & Central Asia,High income,Female,1982,74.72
SVN,Slovenia,Europe & Central Asia,High income,Female,1982,75.1
SWE,Sweden,Europe & Central Asia,High income,Female,1982,79.38
SWZ,Swaziland,Sub-Saharan Africa,Lower middle income,Female,1982,57.777
SXM,Sint Maarten (Dutch part),Latin America & Caribbean,High income,Female,1982,
SYC,Seychelles,Sub-Saharan Africa,High income,Female,1982,71.5
SYR,Syrian Arab Republic,Middle East & North Africa,Lower middle income,Female,1982,68.232
TCA,Turks and Caicos Islands,Latin America & Caribbean,High income,Female,1982,
TCD,Chad,Sub-Saharan Africa,Low income,Female,1982,46.338
TEA,East Asia & Pacific (IDA & IBRD countries),,,Female,1982,67.74369714
TEC,Europe & Central Asia (IDA & IBRD countries),,,Female,1982,71.95656264
TGO,Togo,Sub-Saharan Africa,Low income,Female,1982,55.213
THA,Thailand,East Asia & Pacific,Upper middle income,Female,1982,68.722
TJK,Tajikistan,Europe & Central Asia,Lower middle income,Female,1982,65.583
TKM,Turkmenistan,Europe & Central Asia,Upper middle income,Female,1982,65.129
TLA,Latin America & the Caribbean (IDA & IBRD countries),,,Female,1982,67.86436321
TLS,Timor-Leste,East Asia & Pacific,Lower middle income,Female,1982,39.08
TMN,Middle East & North Africa (IDA & IBRD countries),,,Female,1982,62.25224682
TON,Tonga,East Asia & Pacific,Upper middle income,Female,1982,69.394
TSA,South Asia (IDA & IBRD),,,Female,1982,55.12299447
TSS,Sub-Saharan Africa (IDA & IBRD countries),,,Female,1982,50.43371693
TTO,Trinidad and Tobago,Latin America & Caribbean,High income,Female,1982,70.147
TUN,Tunisia,Middle East & North Africa,Lower middle income,Female,1982,65.288
TUR,Turkey,Europe & Central Asia,Upper middle income,Female,1982,63.518
TUV,Tuvalu,East Asia & Pacific,Upper middle income,Female,1982,
TZA,Tanzania,Sub-Saharan Africa,Low income,Female,1982,52.443
UGA,Uganda,Sub-Saharan Africa,Low income,Female,1982,50.811
UKR,Ukraine,Europe & Central Asia,Lower middle income,Female,1982,73.784
UMC,Upper middle income,,,Female,1982,68.99489081
URY,Uruguay,Latin America & Caribbean,High income,Female,1982,74.376
USA,United States,North America,High income,Female,1982,78.1
UZB,Uzbekistan,Europe & Central Asia,Lower middle income,Female,1982,68.416
VCT,St. Vincent and the Grenadines,Latin America & Caribbean,Upper middle income,Female,1982,70.344
VEN,"Venezuela, RB",Latin America & Caribbean,Upper middle income,Female,1982,71.646
VGB,British Virgin Islands,Latin America & Caribbean,High income,Female,1982,
VIR,Virgin Islands (U.S.),Latin America & Caribbean,High income,Female,1982,73.815
VNM,Vietnam,East Asia & Pacific,Lower middle income,Female,1982,72.614
VUT,Vanuatu,East Asia & Pacific,Lower middle income,Female,1982,61.497
WLD,World,,,Female,1982,65.80500853
WSM,Samoa,East Asia & Pacific,Upper middle income,Female,1982,64.347
XKX,Kosovo,Europe & Central Asia,Lower middle income,Female,1982,68.4
YEM,"Yemen, Rep.",Middle East & North Africa,Lower middle income,Female,1982,54.059
ZAF,South Africa,Sub-Saharan Africa,Upper middle income,Female,1982,61.967
ZMB,Zambia,Sub-Saharan Africa,Lower middle income,Female,1982,52.557
ZWE,Zimbabwe,Sub-Saharan Africa,Low income,Female,1982,62.351
ABW,Aruba,Latin America & Caribbean,High income,Total,1982,72.67319512
AFG,Afghanistan,South Asia,Low income,Total,1982,43.23590244
AGO,Angola,Sub-Saharan Africa,Lower middle income,Total,1982,40.81436585
ALB,Albania,Europe & Central Asia,Upper middle income,Total,1982,70.68512195
AND,Andorra,Europe & Central Asia,High income,Total,1982,
ARB,Arab World,,,Total,1982,59.75807979
ARE,United Arab Emirates,Middle East & North Africa,High income,Total,1982,68.95997561
ARG,Argentina,Latin America & Caribbean,Upper middle income,Total,1982,70.03531707
ARM,Armenia,Europe & Central Asia,Lower middle income,Total,1982,70.5355122
ASM,American Samoa,East Asia & Pacific,Upper middle income,Total,1982,
ATG,Antigua and Barbuda,Latin America & Caribbean,High income,Total,1982,69.14092683
AUS,Australia,East Asia & Pacific,High income,Total,1982,74.90487805
AUT,Austria,Europe & Central Asia,High income,Total,1982,72.96097561
AZE,Azerbaijan,Europe & Central Asia,Upper middle income,Total,1982,64.11263415
BDI,Burundi,Sub-Saharan Africa,Low income,Total,1982,47.93909756
BEL,Belgium,Europe & Central Asia,High income,Total,1982,73.88804878
BEN,Benin,Sub-Saharan Africa,Low income,Total,1982,48.07753659
BFA,Burkina Faso,Sub-Saharan Africa,Low income,Total,1982,47.74963415
BGD,Bangladesh,South Asia,Lower middle income,Total,1982,54.29256098
BGR,Bulgaria,Europe & Central Asia,Upper middle income,Total,1982,71.18609756
BHR,Bahrain,Middle East & North Africa,High income,Total,1982,70.5315122
BHS,"Bahamas, The",Latin America & Caribbean,High income,Total,1982,68.92968293
BIH,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,Total,1982,70.63717073
BLR,Belarus,Europe & Central Asia,Upper middle income,Total,1982,69.90821951
BLZ,Belize,Latin America & Caribbean,Upper middle income,Total,1982,70.26426829
BMU,Bermuda,North America,High income,Total,1982,
BOL,Bolivia,Latin America & Caribbean,Lower middle income,Total,1982,50.96809756
BRA,Brazil,Latin America & Caribbean,Upper middle income,Total,1982,62.6022439
BRB,Barbados,Latin America & Caribbean,High income,Total,1982,69.14368293
BRN,Brunei Darussalam,East Asia & Pacific,High income,Total,1982,70.91936585
BTN,Bhutan,South Asia,Lower middle income,Total,1982,46.9487561
BWA,Botswana,Sub-Saharan Africa,Upper middle income,Total,1982,61.48609756
CAF,Central African Republic,Sub-Saharan Africa,Low income,Total,1982,49.49243902
CAN,Canada,North America,High income,Total,1982,75.68048781
CEB,Central Europe and the Baltics,,,Total,1982,70.45513367
CHE,Switzerland,Europe & Central Asia,High income,Total,1982,76.03390244
CHI,Channel Islands,Europe & Central Asia,High income,Total,1982,73.79592683
CHL,Chile,Latin America & Caribbean,High income,Total,1982,70.16890244
CHN,China,East Asia & Pacific,Upper middle income,Total,1982,67.60821951
CIV,Cote d'Ivoire,Sub-Saharan Africa,Lower middle income,Total,1982,51.60290244
CMR,Cameroon,Sub-Saharan Africa,Lower middle income,Total,1982,51.93031707
COD,"Congo, Dem. Rep.",Sub-Saharan Africa,Low income,Total,1982,46.88036585
COG,"Congo, Rep.",Sub-Saharan Africa,Lower middle income,Total,1982,56.54807317
COL,Colombia,Latin America & Caribbean,Upper middle income,Total,1982,66.52007317
COM,Comoros,Sub-Saharan Africa,Low income,Total,1982,51.90312195
CPV,Cabo Verde,Sub-Saharan Africa,Lower middle income,Total,1982,62.23163415
CRI,Costa Rica,Latin America & Caribbean,Upper middle income,Total,1982,73.22334146
CSS,Caribbean small states,,,Total,1982,68.7534296
CUB,Cuba,Latin America & Caribbean,Upper middle income,Total,1982,74.20326829
CUW,Curacao,Latin America & Caribbean,High income,Total,1982,
CYM,Cayman Islands,Latin America & Caribbean,High income,Total,1982,
CYP,Cyprus,Europe & Central Asia,High income,Total,1982,75.1407561
CZE,Czech Republic,Europe & Central Asia,High income,Total,1982,70.80780488
DEU,Germany,Europe & Central Asia,High income,Total,1982,73.227
DJI,Djibouti,Middle East & North Africa,Lower middle income,Total,1982,54.43241463
DMA,Dominica,Latin America & Caribbean,Upper middle income,Total,1982,71.46341463
DNK,Denmark,Europe & Central Asia,High income,Total,1982,74.55121951
DOM,Dominican Republic,Latin America & Caribbean,Upper middle income,Total,1982,63.86282927
DZA,Algeria,Middle East & North Africa,Upper middle income,Total,1982,60.78634146
EAP,East Asia & Pacific (excluding high income),,,Total,1982,66.05420349
EAR,Early-demographic dividend,,,Total,1982,57.1989915
EAS,East Asia & Pacific,,,Total,1982,67.08773103
ECA,Europe & Central Asia (excluding high income),,,Total,1982,66.91746789
ECS,Europe & Central Asia,,,Total,1982,70.7390572
ECU,Ecuador,Latin America & Caribbean,Upper middle income,Total,1982,64.28543902
EGY,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,Total,1982,59.65307317
EMU,Euro area,,,Total,1982,74.15513504
ERI,Eritrea,Sub-Saharan Africa,Low income,Total,1982,47.18190244
ESP,Spain,Europe & Central Asia,High income,Total,1982,76.13414634
EST,Estonia,Europe & Central Asia,High income,Total,1982,69.12682927
ETH,Ethiopia,Sub-Saharan Africa,Low income,Total,1982,43.70787805
EUU,European Union,,,Total,1982,73.4647457
FCS,Fragile and conflict affected situations,,,Total,1982,51.72335431
FIN,Finland,Europe & Central Asia,High income,Total,1982,74.29804878
FJI,Fiji,East Asia & Pacific,Upper middle income,Total,1982,63.57817073
FRA,France,Europe & Central Asia,High income,Total,1982,74.5
FRO,Faroe Islands,Europe & Central Asia,High income,Total,1982,
FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,Total,1982,65.37358537
GAB,Gabon,Sub-Saharan Africa,Upper middle income,Total,1982,56.65495122
GBR,United Kingdom,Europe & Central Asia,High income,Total,1982,74.17804878
GEO,Georgia,Europe & Central Asia,Lower middle income,Total,1982,69.44929268
GHA,Ghana,Sub-Saharan Africa,Lower middle income,Total,1982,52.91043902
GIB,Gibraltar,Europe & Central Asia,High income,Total,1982,
GIN,Guinea,Sub-Saharan Africa,Low income,Total,1982,42.73117073
GMB,"Gambia, The",Sub-Saharan Africa,Low income,Total,1982,47.9182439
GNB,Guinea-Bissau,Sub-Saharan Africa,Low income,Total,1982,46.32973171
GNQ,Equatorial Guinea,Sub-Saharan Africa,Upper middle income,Total,1982,45.04539024
GRC,Greece,Europe & Central Asia,High income,Total,1982,74.279
GRD,Grenada,Latin America & Caribbean,Upper middle income,Total,1982,66.83558537
GRL,Greenland,Europe & Central Asia,High income,Total,1982,63.19268293
GTM,Guatemala,Latin America & Caribbean,Lower middle income,Total,1982,58.19429268
GUM,Guam,East Asia & Pacific,High income,Total,1982,69.97553659
GUY,Guyana,Latin America & Caribbean,Upper middle income,Total,1982,62.69668293
HIC,High income,,,Total,1982,73.88072691
HKG,"Hong Kong SAR, China",East Asia & Pacific,High income,Total,1982,75.42926829
HND,Honduras,Latin America & Caribbean,Lower middle income,Total,1982,61.21207317
HPC,Heavily indebted poor countries (HIPC),,,Total,1982,48.00871345
HRV,Croatia,Europe & Central Asia,Upper middle income,Total,1982,70.48268293
HTI,Haiti,Latin America & Caribbean,Low income,Total,1982,51.50046342
HUN,Hungary,Europe & Central Asia,High income,Total,1982,69.35780488
IBD,IBRD only,,,Total,1982,63.03209745
IBT,IDA & IBRD total,,,Total,1982,60.92080148
IDA,IDA total,,,Total,1982,51.56665859
IDB,IDA blend,,,Total,1982,54.13147609
IDN,Indonesia,East Asia & Pacific,Lower middle income,Total,1982,60.43946342
IDX,IDA only,,,Total,1982,50.29453156
IMN,Isle of Man,Europe & Central Asia,High income,Total,1982,
IND,India,South Asia,Lower middle income,Total,1982,54.72948781
INX,Not classified,South Asia,Lower middle income,Total,1982,
IRL,Ireland,Europe & Central Asia,High income,Total,1982,73.08807317
IRN,"Iran, Islamic Rep.",Middle East & North Africa,Upper middle income,Total,1982,53.89909756
IRQ,Iraq,Middle East & North Africa,Upper middle income,Total,1982,60.03868293
ISL,Iceland,Europe & Central Asia,High income,Total,1982,77.03780488
ISR,Israel,Middle East & North Africa,High income,Total,1982,74.1097561
ITA,Italy,Europe & Central Asia,High income,Total,1982,74.81463415
JAM,Jamaica,Latin America & Caribbean,Upper middle income,Total,1982,71.86612195
JOR,Jordan,Middle East & North Africa,Lower middle income,Total,1982,67.1247561
JPN,Japan,East Asia & Pacific,High income,Total,1982,76.92292683
KAZ,Kazakhstan,Europe & Central Asia,Upper middle income,Total,1982,66.78780488
KEN,Kenya,Sub-Saharan Africa,Lower middle income,Total,1982,58.58985366
KGZ,Kyrgyz Republic,Europe & Central Asia,Lower middle income,Total,1982,63.65887805
KHM,Cambodia,East Asia & Pacific,Lower middle income,Total,1982,39.17431707
KIR,Kiribati,East Asia & Pacific,Lower middle income,Total,1982,57.23378049
KNA,St. Kitts and Nevis,Latin America & Caribbean,High income,Total,1982,63.95121951
KOR,"Korea, Rep.",East Asia & Pacific,High income,Total,1982,66.78414634
KWT,Kuwait,Middle East & North Africa,High income,Total,1982,70.42748781
LAC,Latin America & Caribbean (excluding high income),,,Total,1982,64.73984635
LAO,Lao PDR,East Asia & Pacific,Lower middle income,Total,1982,49.70429268
LBN,Lebanon,Middle East & North Africa,Upper middle income,Total,1982,68.28270732
LBR,Liberia,Sub-Saharan Africa,Low income,Total,1982,46.80007317
LBY,Libya,Middle East & North Africa,Upper middle income,Total,1982,65.41056098
LCA,St. Lucia,Latin America & Caribbean,Upper middle income,Total,1982,69.65748781
LCN,Latin America & Caribbean,,,Total,1982,65.04972168
LDC,Least developed countries: UN classification,,,Total,1982,49.04697079
LIC,Low income,,,Total,1982,47.98466251
LIE,Liechtenstein,Europe & Central Asia,High income,Total,1982,
LKA,Sri Lanka,South Asia,Lower middle income,Total,1982,68.92941463
LMC,Lower middle income,,,Total,1982,56.73457124
LMY,Low & middle income,,,Total,1982,60.84344395
LSO,Lesotho,Sub-Saharan Africa,Lower middle income,Total,1982,54.80629268
LTE,Late-demographic dividend,,,Total,1982,67.21434544
LTU,Lithuania,Europe & Central Asia,High income,Total,1982,70.83682927
LUX,Luxembourg,Europe & Central Asia,High income,Total,1982,72.65346342
LVA,Latvia,Europe & Central Asia,High income,Total,1982,69.32829268
MAC,"Macao SAR, China",East Asia & Pacific,High income,Total,1982,74.56978049
MAF,St. Martin (French part),Latin America & Caribbean,High income,Total,1982,73.2195122
MAR,Morocco,Middle East & North Africa,Lower middle income,Total,1982,59.09173171
MCO,Monaco,Europe & Central Asia,High income,Total,1982,
MDA,Moldova,Europe & Central Asia,Lower middle income,Total,1982,65.02082927
MDG,Madagascar,Sub-Saharan Africa,Low income,Total,1982,49.46563415
MDV,Maldives,South Asia,Upper middle income,Total,1982,54.94831707
MEA,Middle East & North Africa,,,Total,1982,59.78902237
MEX,Mexico,Latin America & Caribbean,Upper middle income,Total,1982,67.49592683
MHL,Marshall Islands,East Asia & Pacific,Upper middle income,Total,1982,
MIC,Middle income,,,Total,1982,61.84347969
MKD,"Macedonia, FYR",Europe & Central Asia,Upper middle income,Total,1982,68.944
MLI,Mali,Sub-Saharan Africa,Low income,Total,1982,41.15460976
MLT,Malta,Middle East & North Africa,High income,Total,1982,74.20753659
MMR,Myanmar,East Asia & Pacific,Lower middle income,Total,1982,55.72326829
MNA,Middle East & North Africa (excluding high income),,,Total,1982,58.92988706
MNE,Montenegro,Europe & Central Asia,Upper middle income,Total,1982,73.25570732
MNG,Mongolia,East Asia & Pacific,Lower middle income,Total,1982,57.28568293
MNP,Northern Mariana Islands,East Asia & Pacific,High income,Total,1982,
MOZ,Mozambique,Sub-Saharan Africa,Low income,Total,1982,41.62780488
MRT,Mauritania,Sub-Saharan Africa,Lower middle income,Total,1982,55.40753659
MUS,Mauritius,Sub-Saharan Africa,Upper middle income,Total,1982,67.76536585
MWI,Malawi,Sub-Saharan Africa,Low income,Total,1982,45.3412439
MYS,Malaysia,East Asia & Pacific,Upper middle income,Total,1982,68.65485366
NAC,North America,,,Total,1982,74.49043746
NAM,Namibia,Sub-Saharan Africa,Upper middle income,Total,1982,58.21368293
NCL,New Caledonia,East Asia & Pacific,High income,Total,1982,66.9195122
NER,Niger,Sub-Saharan Africa,Low income,Total,1982,39.90497561
NGA,Nigeria,Sub-Saharan Africa,Lower middle income,Total,1982,45.8627561
NIC,Nicaragua,Latin America & Caribbean,Lower middle income,Total,1982,59.26656098
NLD,Netherlands,Europe & Central Asia,High income,Total,1982,75.98853659
NOR,Norway,Europe & Central Asia,High income,Total,1982,76.01097561
NPL,Nepal,South Asia,Low income,Total,1982,47.90217073
NRU,Nauru,East Asia & Pacific,Upper middle income,Total,1982,
NZL,New Zealand,East Asia & Pacific,High income,Total,1982,73.72439024
OED,OECD members,,,Total,1982,72.96708378
OMN,Oman,Middle East & North Africa,High income,Total,1982,61.51617073
OSS,Other small states,,,Total,1982,59.91793939
PAK,Pakistan,South Asia,Lower middle income,Total,1982,57.67248781
PAN,Panama,Latin America & Caribbean,Upper middle income,Total,1982,70.93546342
PER,Peru,Latin America & Caribbean,Upper middle income,Total,1982,61.24970732
PHL,Philippines,East Asia & Pacific,Lower middle income,Total,1982,62.73241463
PLW,Palau,East Asia & Pacific,High income,Total,1982,
PNG,Papua New Guinea,East Asia & Pacific,Lower middle income,Total,1982,56.86397561
POL,Poland,Europe & Central Asia,High income,Total,1982,71.10243902
PRE,Pre-demographic dividend,,,Total,1982,48.08706028
PRI,Puerto Rico,Latin America & Caribbean,High income,Total,1982,73.90858537
PRK,"Korea, Dem. People’s Rep.",East Asia & Pacific,Low income,Total,1982,66.47302439
PRT,Portugal,Europe & Central Asia,High income,Total,1982,72.41463415
PRY,Paraguay,Latin America & Caribbean,Upper middle income,Total,1982,66.98378049
PSE,West Bank and Gaza,Middle East & North Africa,Lower middle income,Total,1982,
PSS,Pacific island small states,,,Total,1982,62.23091625
PST,Post-demographic dividend,,,Total,1982,73.90193533
PYF,French Polynesia,East Asia & Pacific,High income,Total,1982,66.00939024
QAT,Qatar,Middle East & North Africa,High income,Total,1982,73.3462439
ROU,Romania,Europe & Central Asia,Upper middle income,Total,1982,69.53170732
RUS,Russian Federation,Europe & Central Asia,Upper middle income,Total,1982,67.80609756
RWA,Rwanda,Sub-Saharan Africa,Low income,Total,1982,49.88736585
SAS,South Asia,,,Total,1982,54.90540191
SAU,Saudi Arabia,Middle East & North Africa,High income,Total,1982,64.65468293
SDN,Sudan,Sub-Saharan Africa,Lower middle income,Total,1982,54.42478049
SEN,Senegal,Sub-Saharan Africa,Low income,Total,1982,50.93314634
SGP,Singapore,East Asia & Pacific,High income,Total,1982,72.68780488
SLB,Solomon Islands,East Asia & Pacific,Lower middle income,Total,1982,58.6787561
SLE,Sierra Leone,Sub-Saharan Africa,Low income,Total,1982,40.87036585
SLV,El Salvador,Latin America & Caribbean,Lower middle income,Total,1982,57.19753659
SMR,San Marino,Europe & Central Asia,High income,Total,1982,
SOM,Somalia,Sub-Saharan Africa,Low income,Total,1982,45.41434146
SRB,Serbia,Europe & Central Asia,Upper middle income,Total,1982,
SSA,Sub-Saharan Africa (excluding high income),,,Total,1982,48.77204399
SSD,South Sudan,Sub-Saharan Africa,Low income,Total,1982,39.40641463
SSF,Sub-Saharan Africa,,,Total,1982,48.77518852
SST,Small states,,,Total,1982,62.40691782
STP,Sao Tome and Principe,Sub-Saharan Africa,Lower middle income,Total,1982,60.64217073
SUR,Suriname,Latin America & Caribbean,Upper middle income,Total,1982,66.47048781
SVK,Slovak Republic,Europe & Central Asia,High income,Total,1982,70.68902439
SVN,Slovenia,Europe & Central Asia,High income,Total,1982,71.05365854
SWE,Sweden,Europe & Central Asia,High income,Total,1982,76.32731707
SWZ,Swaziland,Sub-Saharan Africa,Lower middle income,Total,1982,55.78046342
SXM,Sint Maarten (Dutch part),Latin America & Caribbean,High income,Total,1982,
SYC,Seychelles,Sub-Saharan Africa,High income,Total,1982,68.68292683
SYR,Syrian Arab Republic,Middle East & North Africa,Lower middle income,Total,1982,66.93153659
TCA,Turks and Caicos Islands,Latin America & Caribbean,High income,Total,1982,
